loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
default,33541.207,60.0,12.42,b,debt_consolidation,10.0,60960.48
fully paid,33541.207,36.0,8.9,a,debt_consolidation,1.0,144000.0
fully paid,5000.0,36.0,7.51,a,home_improvement,10.0,115000.0
fully paid,10000.0,36.0,12.69,b,other,6.0,100000.0
default,12000.0,36.0,14.65,c,debt_consolidation,7.0,87500.0
default,25000.0,60.0,18.64,e,debt_consolidation,1.0,60000.0
fully paid,6000.0,36.0,6.03,a,credit_card,1.0,55000.0
fully paid,25000.0,60.0,14.27,c,debt_consolidation,10.0,103000.0
fully paid,20000.0,60.0,14.27,c,debt_consolidation,3.0,85000.0
default,2400.0,36.0,10.65,b,car,10.0,31000.0
fully paid,16000.0,36.0,15.96,c,debt_consolidation,10.0,162000.0
fully paid,14000.0,36.0,6.03,a,debt_consolidation,10.0,75000.0
fully paid,6500.0,36.0,6.62,a,debt_consolidation,10.0,30000.0
default,5000.0,36.0,9.91,b,debt_consolidation,4.0,30000.0
fully paid,10000.0,36.0,6.03,a,home_improvement,10.0,42000.0
default,33541.207,60.0,18.64,e,debt_consolidation,5.0,115000.0
fully paid,2500.0,36.0,8.9,a,major_purchase,3.0,33600.0
fully paid,9600.0,36.0,12.69,b,debt_consolidation,8.0,75000.0
fully paid,4000.0,36.0,7.9,a,credit_card,3.0,30000.0
fully paid,21000.0,60.0,14.27,c,debt_consolidation,3.0,140000.0
fully paid,16000.0,60.0,16.77,d,debt_consolidation,7.0,64140.0
fully paid,29700.0,60.0,23.202467,g,debt_consolidation,4.0,175000.0
fully paid,9000.0,36.0,16.77,d,debt_consolidation,10.0,56000.0
fully paid,33541.207,60.0,18.25,d,debt_consolidation,1.0,123500.0
fully paid,7200.0,36.0,7.51,a,medical,4.0,105000.0
fully paid,2500.0,36.0,11.71,b,home_improvement,7.0,68000.0
fully paid,7000.0,36.0,16.29,d,debt_consolidation,10.0,80000.0
fully paid,15000.0,60.0,14.27,c,wedding,4.0,54200.0
fully paid,7500.0,36.0,6.62,a,debt_consolidation,9.0,140000.0
fully paid,30000.0,36.0,6.62,a,home_improvement,10.0,94000.0
fully paid,3625.0,36.0,6.03,a,debt_consolidation,3.0,65000.0
fully paid,20000.0,36.0,8.9,a,debt_consolidation,4.0,66000.0
fully paid,2250.0,36.0,12.69,b,major_purchase,5.0,48000.0
fully paid,12000.0,60.0,11.71,b,home_improvement,2.0,50000.0
fully paid,11000.0,36.0,10.65,b,debt_consolidation,10.0,82500.0
fully paid,7000.0,36.0,13.49,c,credit_card,4.0,55000.0
fully paid,15000.0,60.0,12.69,b,medical,2.0,119496.0
default,1000.0,36.0,13.49,c,medical,1.0,18000.0
fully paid,15700.0,36.0,7.9,a,credit_card,10.0,58000.0
default,10000.0,60.0,8.9,a,other,1.0,76728.0
fully paid,8800.0,36.0,12.69,b,credit_card,3.0,109000.0
fully paid,19750.0,36.0,7.51,a,debt_consolidation,3.0,38000.0
fully paid,11200.0,36.0,6.03,a,credit_card,10.0,54000.0
default,6350.0,60.0,19.03,e,credit_card,1.0,25000.0
fully paid,15000.0,60.0,18.64,e,home_improvement,3.0,132540.0
default,6775.0,36.0,7.9,a,small_business,10.0,75000.0
default,6000.0,36.0,13.49,c,debt_consolidation,10.0,85000.0
fully paid,3500.0,36.0,6.62,a,other,10.0,70254.0
fully paid,4000.0,36.0,7.9,a,vacation,4.0,45000.0
fully paid,7200.0,60.0,12.42,b,car,2.0,36000.0
fully paid,33541.207,60.0,22.35,f,debt_consolidation,4.0,100000.0
default,14000.0,60.0,12.69,b,debt_consolidation,10.0,67200.0
fully paid,20000.0,60.0,13.49,c,debt_consolidation,1.0,140000.0
fully paid,6000.0,36.0,13.49,c,other,1.0,30000.0
fully paid,2500.0,36.0,16.29,d,debt_consolidation,5.0,45300.0
fully paid,4400.0,36.0,12.42,b,small_business,5.0,24000.0
default,7925.0,60.0,12.42,b,debt_consolidation,9.0,24636.0
default,22400.0,60.0,21.67,f,debt_consolidation,3.0,174792.0
fully paid,25200.0,60.0,18.64,e,debt_consolidation,10.0,50400.0
fully paid,6000.0,36.0,12.69,b,major_purchase,3.0,80000.0
fully paid,2400.0,36.0,16.77,d,other,3.0,32400.0
fully paid,16000.0,36.0,6.03,a,debt_consolidation,10.0,56100.0
fully paid,4800.0,36.0,8.9,a,wedding,7.0,118000.0
fully paid,7000.0,36.0,6.62,a,home_improvement,10.0,88800.0
fully paid,16100.0,36.0,7.9,a,debt_consolidation,7.0,75000.0
default,4500.0,36.0,13.49,c,debt_consolidation,3.0,55000.0
default,6800.0,36.0,10.65,b,debt_consolidation,3.0,52852.0
fully paid,30000.0,60.0,11.71,b,debt_consolidation,1.0,92088.0
fully paid,10000.0,36.0,6.03,a,debt_consolidation,2.0,56000.0
fully paid,6000.0,36.0,6.62,a,debt_consolidation,8.0,55000.0
fully paid,19450.0,36.0,9.91,b,debt_consolidation,6.0,82600.0
fully paid,9000.0,60.0,14.27,c,car,7.0,43000.0
fully paid,2400.0,36.0,10.65,b,debt_consolidation,4.0,70000.0
fully paid,30000.0,60.0,12.42,b,debt_consolidation,10.0,132996.0
fully paid,14000.0,36.0,6.62,a,debt_consolidation,1.0,115200.0
fully paid,10000.0,36.0,7.9,a,small_business,10.0,150000.0
fully paid,1950.0,36.0,12.42,b,debt_consolidation,6.0,90000.0
fully paid,2900.0,36.0,9.91,b,credit_card,1.0,31200.0
fully paid,6000.0,36.0,9.91,b,debt_consolidation,5.0,40058.0
fully paid,12800.0,60.0,14.65,c,medical,1.0,33600.0
fully paid,9000.0,36.0,9.91,b,debt_consolidation,2.0,30000.0
fully paid,12000.0,60.0,10.65,b,debt_consolidation,3.0,51600.0
fully paid,30000.0,60.0,19.42,e,debt_consolidation,2.0,140000.0
fully paid,2450.0,36.0,7.9,a,credit_card,1.0,24000.0
default,12000.0,60.0,14.27,c,debt_consolidation,10.0,42000.0
fully paid,8850.0,36.0,12.69,b,debt_consolidation,1.0,30000.0
default,5600.0,36.0,11.71,b,debt_consolidation,8.0,39000.0
default,20000.0,60.0,16.77,d,debt_consolidation,5.0,80000.0
fully paid,18750.0,60.0,17.27,d,debt_consolidation,3.0,250000.0
fully paid,4800.0,36.0,15.96,c,car,8.0,50000.0
fully paid,6075.0,36.0,6.03,a,major_purchase,5.0,66300.0
default,27200.0,60.0,19.03,e,debt_consolidation,10.0,165000.0
fully paid,9500.0,36.0,16.77,d,credit_card,2.0,46000.0
fully paid,4200.0,36.0,6.62,a,other,10.0,108000.0
fully paid,6000.0,36.0,16.29,d,small_business,2.0,26400.0
fully paid,6300.0,36.0,7.51,a,debt_consolidation,10.0,54503.0
fully paid,21300.0,60.0,18.25,d,debt_consolidation,10.0,74292.48
fully paid,15000.0,36.0,9.91,b,debt_consolidation,4.0,57000.0
fully paid,5000.0,36.0,6.03,a,credit_card,6.0,37500.0
fully paid,3000.0,36.0,17.27,d,other,4.0,57996.0
fully paid,5500.0,36.0,11.71,b,debt_consolidation,7.0,72060.0
default,16000.0,60.0,17.27,d,major_purchase,10.0,84000.0
fully paid,5500.0,36.0,7.51,a,car,10.0,60000.0
fully paid,4500.0,36.0,7.9,a,small_business,2.0,55000.0
default,15000.0,36.0,15.27,c,debt_consolidation,6.0,90000.0
fully paid,30000.0,60.0,20.3,e,debt_consolidation,3.0,72996.0
fully paid,12000.0,60.0,15.27,c,credit_card,4.0,102000.0
default,11625.0,60.0,9.91,b,vacation,10.0,36000.0
fully paid,13200.0,36.0,12.42,b,house,1.0,52000.0
fully paid,12000.0,36.0,9.91,b,debt_consolidation,9.0,50600.0
fully paid,8000.0,36.0,16.29,d,debt_consolidation,8.0,56888.0
default,10000.0,36.0,15.96,c,debt_consolidation,1.0,39000.0
fully paid,25000.0,60.0,17.58,d,debt_consolidation,1.0,81000.0
fully paid,30000.0,36.0,9.91,b,other,2.0,80196.0
fully paid,33541.207,36.0,17.58,d,house,1.0,261825.31
fully paid,4700.0,36.0,7.9,a,renewable_energy,10.0,41000.0
fully paid,1800.0,36.0,10.65,b,other,2.0,21000.0
fully paid,7425.0,36.0,6.03,a,debt_consolidation,10.0,65000.0
fully paid,25600.0,36.0,12.69,b,debt_consolidation,10.0,85000.0
fully paid,4400.0,36.0,19.91,e,credit_card,1.0,14400.0
fully paid,3600.0,36.0,12.69,b,debt_consolidation,4.0,31000.0
fully paid,16000.0,36.0,11.71,b,debt_consolidation,3.0,40000.0
fully paid,30750.0,60.0,14.27,c,debt_consolidation,6.0,62000.0
fully paid,5000.0,36.0,7.9,a,major_purchase,5.0,35000.0
fully paid,19575.0,60.0,18.64,e,debt_consolidation,10.0,34000.0
default,2100.0,36.0,9.91,b,debt_consolidation,2.0,105000.0
default,33541.207,60.0,20.89,f,debt_consolidation,9.0,127000.0
fully paid,9000.0,36.0,16.29,d,debt_consolidation,5.0,45600.0
fully paid,3000.0,36.0,10.65,b,home_improvement,10.0,51600.0
fully paid,12000.0,36.0,8.9,a,credit_card,10.0,93000.0
fully paid,1800.0,36.0,14.27,c,debt_consolidation,3.0,45000.0
fully paid,10625.0,36.0,7.9,a,debt_consolidation,1.0,35000.0
fully paid,18000.0,36.0,20.89,f,credit_card,10.0,72000.0
fully paid,6400.0,36.0,7.9,a,debt_consolidation,4.0,27000.0
fully paid,12000.0,36.0,13.49,c,credit_card,10.0,65000.0
fully paid,18000.0,60.0,15.27,c,credit_card,10.0,95000.0
default,2600.0,60.0,17.27,d,debt_consolidation,4.0,95000.0
default,25000.0,60.0,14.27,c,debt_consolidation,10.0,129996.0
fully paid,17500.0,36.0,7.9,a,debt_consolidation,4.0,75000.0
fully paid,9600.0,36.0,6.03,a,debt_consolidation,10.0,60000.0
fully paid,12000.0,36.0,11.71,b,credit_card,9.0,38340.0
fully paid,8000.0,36.0,12.69,b,debt_consolidation,4.0,84996.0
default,12000.0,60.0,18.25,d,debt_consolidation,2.0,52000.0
fully paid,4000.0,36.0,8.9,a,car,10.0,62400.0
default,24000.0,60.0,17.27,d,home_improvement,9.0,119004.0
fully paid,6400.0,36.0,10.65,b,debt_consolidation,2.0,65000.0
fully paid,31150.0,60.0,13.49,c,debt_consolidation,10.0,110000.0
fully paid,6700.0,60.0,20.3,e,debt_consolidation,2.0,87500.0
fully paid,15000.0,36.0,14.27,c,debt_consolidation,10.0,34800.0
fully paid,2200.0,36.0,12.69,b,debt_consolidation,5.0,38400.0
fully paid,8000.0,36.0,6.03,a,small_business,2.0,120000.0
fully paid,5600.0,36.0,6.62,a,debt_consolidation,5.0,38000.0
fully paid,5000.0,36.0,17.27,d,debt_consolidation,6.0,60000.0
default,18225.0,60.0,12.69,b,debt_consolidation,10.0,51654.36
fully paid,14125.0,60.0,12.69,b,debt_consolidation,10.0,60000.0
fully paid,5000.0,36.0,10.65,b,wedding,4.0,49000.0
fully paid,6000.0,60.0,8.9,a,car,10.0,48000.0
default,12000.0,60.0,14.65,c,debt_consolidation,1.0,81996.0
default,6000.0,36.0,12.42,b,small_business,8.0,68000.0
fully paid,5000.0,36.0,11.71,b,debt_consolidation,4.0,70000.0
fully paid,5000.0,36.0,10.65,b,debt_consolidation,10.0,35000.0
fully paid,7200.0,36.0,16.29,d,debt_consolidation,10.0,65000.0
fully paid,9000.0,36.0,9.91,b,credit_card,1.0,65000.0
fully paid,6200.0,36.0,6.03,a,other,8.0,65000.0
fully paid,4000.0,36.0,17.58,d,debt_consolidation,1.0,50000.0
fully paid,26000.0,60.0,10.65,b,debt_consolidation,4.0,84000.0
fully paid,14000.0,36.0,16.77,d,credit_card,1.0,145000.0
fully paid,2700.0,36.0,7.9,a,debt_consolidation,1.0,32000.0
fully paid,21600.0,36.0,7.9,a,debt_consolidation,10.0,112140.0
fully paid,13225.0,36.0,12.42,b,credit_card,1.0,88000.0
fully paid,28000.0,60.0,12.69,b,credit_card,10.0,105000.0
fully paid,20000.0,36.0,11.71,b,debt_consolidation,9.0,48000.0
default,3000.0,36.0,9.91,b,wedding,6.0,50000.0
fully paid,12000.0,60.0,9.91,b,small_business,5.0,40000.0
fully paid,16000.0,36.0,6.03,a,debt_consolidation,10.0,90000.0
fully paid,5000.0,36.0,16.77,d,debt_consolidation,5.0,82000.0
default,2600.0,60.0,19.91,e,debt_consolidation,9.0,74400.0
default,20000.0,60.0,12.69,b,home_improvement,10.0,175000.0
fully paid,32000.0,36.0,7.9,a,debt_consolidation,8.0,135000.0
fully paid,7000.0,36.0,6.03,a,debt_consolidation,2.0,25200.0
fully paid,4200.0,60.0,12.42,b,car,1.0,36960.0
fully paid,30100.0,60.0,19.42,e,home_improvement,6.0,100000.0
default,8000.0,36.0,7.9,a,debt_consolidation,10.0,42672.48
fully paid,20000.0,60.0,19.42,e,debt_consolidation,1.0,63240.0
fully paid,6000.0,36.0,10.65,b,debt_consolidation,6.0,160000.0
fully paid,14000.0,60.0,16.77,d,credit_card,9.0,130000.0
fully paid,3000.0,36.0,7.9,a,major_purchase,3.0,18000.0
fully paid,1000.0,36.0,14.65,c,credit_card,1.0,25000.0
default,33541.207,60.0,20.3,e,debt_consolidation,8.0,74000.0
fully paid,19000.0,60.0,19.91,e,debt_consolidation,10.0,39000.0
default,15000.0,60.0,15.96,c,debt_consolidation,2.0,56000.0
default,12000.0,60.0,19.42,e,house,10.0,54000.0
default,1500.0,60.0,15.96,c,debt_consolidation,1.0,24960.0
fully paid,11000.0,36.0,16.77,d,home_improvement,3.0,58000.0
fully paid,20000.0,36.0,7.9,a,credit_card,4.0,140000.0
fully paid,6000.0,36.0,7.51,a,wedding,2.0,62000.0
fully paid,6300.0,36.0,15.96,c,debt_consolidation,7.0,50724.0
default,14000.0,60.0,19.03,e,debt_consolidation,2.0,43392.0
fully paid,6000.0,36.0,8.9,a,vacation,4.0,23000.0
fully paid,10000.0,36.0,18.25,d,debt_consolidation,10.0,95234.0
fully paid,9200.0,36.0,6.03,a,debt_consolidation,5.0,56000.0
fully paid,9975.0,36.0,16.29,d,debt_consolidation,2.0,79000.0
fully paid,20000.0,60.0,17.58,d,debt_consolidation,1.0,100000.0
default,33541.207,60.0,11.71,b,small_business,4.0,51000.0
default,30000.0,60.0,13.49,c,debt_consolidation,1.0,82500.0
fully paid,33541.207,60.0,18.64,e,debt_consolidation,10.0,72000.0
default,22750.0,60.0,12.69,b,debt_consolidation,10.0,43000.0
fully paid,22400.0,36.0,12.42,b,debt_consolidation,10.0,110000.0
fully paid,12000.0,60.0,10.65,b,home_improvement,3.0,133000.0
default,24600.0,60.0,12.69,b,debt_consolidation,10.0,43538.0
default,1500.0,60.0,15.96,c,other,10.0,45000.0
default,17000.0,36.0,15.27,c,debt_consolidation,1.0,75000.0
fully paid,15000.0,60.0,18.64,e,debt_consolidation,5.0,65000.0
fully paid,9600.0,36.0,7.51,a,debt_consolidation,10.0,71000.0
fully paid,8600.0,36.0,6.03,a,debt_consolidation,7.0,53724.0
default,12025.0,60.0,9.91,b,small_business,10.0,97200.0
fully paid,6400.0,36.0,16.29,d,debt_consolidation,10.0,58000.0
fully paid,12800.0,36.0,8.9,a,car,1.0,40000.0
fully paid,5400.0,36.0,8.9,a,other,2.0,47000.0
fully paid,5000.0,36.0,15.96,c,moving,10.0,98000.0
fully paid,9600.0,36.0,7.9,a,home_improvement,7.0,73000.0
default,10000.0,36.0,16.29,d,credit_card,4.0,36000.0
fully paid,7500.0,36.0,16.77,d,wedding,1.0,115000.0
fully paid,14000.0,60.0,16.77,d,credit_card,1.0,92700.0
fully paid,18000.0,36.0,8.9,a,debt_consolidation,10.0,99000.0
fully paid,8325.0,36.0,7.51,a,debt_consolidation,1.0,26900.0
default,25000.0,60.0,11.71,b,credit_card,1.0,150000.0
fully paid,7000.0,36.0,7.51,a,debt_consolidation,1.0,24000.0
fully paid,9200.0,60.0,15.27,c,small_business,1.0,83200.0
fully paid,18825.0,36.0,8.9,a,debt_consolidation,10.0,55530.0
fully paid,33541.207,60.0,12.42,b,debt_consolidation,10.0,106000.0
fully paid,5000.0,36.0,9.91,b,home_improvement,10.0,55000.0
fully paid,8400.0,36.0,17.27,d,medical,4.0,68926.08
default,2500.0,36.0,11.71,b,other,4.0,32000.0
fully paid,5000.0,36.0,7.9,a,debt_consolidation,10.0,85000.0
fully paid,4200.0,36.0,15.27,c,debt_consolidation,9.0,65000.0
fully paid,8500.0,36.0,7.51,a,debt_consolidation,2.0,25000.0
default,6000.0,36.0,8.9,a,debt_consolidation,4.0,71000.0
fully paid,15350.0,36.0,8.9,a,debt_consolidation,6.0,45600.0
fully paid,12000.0,36.0,13.49,c,debt_consolidation,6.0,75000.0
fully paid,4200.0,60.0,12.69,b,credit_card,10.0,51600.0
default,32350.0,60.0,18.64,e,debt_consolidation,3.0,80000.0
fully paid,5000.0,36.0,11.71,b,other,5.0,78000.0
fully paid,33541.207,60.0,12.69,b,debt_consolidation,8.0,170000.0
fully paid,7000.0,36.0,7.9,a,wedding,1.0,72000.0
fully paid,2000.0,36.0,13.49,c,debt_consolidation,6.0,25209.6
fully paid,12000.0,36.0,6.03,a,medical,4.0,128000.0
fully paid,10200.0,36.0,7.51,a,debt_consolidation,3.0,132000.0
fully paid,15000.0,36.0,7.9,a,debt_consolidation,10.0,36000.0
default,3000.0,36.0,6.62,a,credit_card,10.0,35000.0
fully paid,15850.0,60.0,11.71,b,debt_consolidation,10.0,38720.64
fully paid,24000.0,36.0,7.9,a,debt_consolidation,6.0,66000.0
fully paid,14000.0,36.0,6.62,a,debt_consolidation,10.0,160000.0
fully paid,7000.0,36.0,11.71,b,other,10.0,261825.31
fully paid,5000.0,60.0,16.77,d,debt_consolidation,1.0,38004.0
fully paid,5000.0,60.0,13.49,c,other,10.0,65000.0
fully paid,2200.0,36.0,11.71,b,home_improvement,3.0,86015.0
default,7000.0,36.0,6.03,a,vacation,10.0,80000.0
default,11000.0,60.0,19.42,e,car,5.0,62400.0
fully paid,7200.0,36.0,9.91,b,credit_card,10.0,170000.0
fully paid,8400.0,60.0,14.27,c,home_improvement,1.0,72000.0
fully paid,1900.0,36.0,7.51,a,debt_consolidation,10.0,72000.0
fully paid,33541.207,60.0,14.65,c,small_business,7.0,72000.0
fully paid,10000.0,36.0,7.9,a,other,1.0,40000.0
fully paid,14500.0,36.0,8.9,a,debt_consolidation,10.0,125000.0
fully paid,9100.0,36.0,6.03,a,house,10.0,42000.0
default,3500.0,60.0,11.71,b,other,1.0,44004.0
fully paid,17000.0,36.0,7.51,a,debt_consolidation,3.0,55782.0
fully paid,3000.0,36.0,8.9,a,other,2.0,48000.0
default,30000.0,60.0,9.91,b,other,10.0,130000.0
fully paid,2200.0,36.0,5.99,a,major_purchase,4.0,14400.0
fully paid,26375.0,60.0,14.65,c,debt_consolidation,10.0,78000.0
fully paid,25600.0,36.0,12.69,b,credit_card,1.0,120000.0
fully paid,9600.0,36.0,11.71,b,debt_consolidation,1.0,69996.0
fully paid,33541.207,60.0,12.42,b,major_purchase,5.0,83000.0
fully paid,7200.0,36.0,6.62,a,debt_consolidation,7.0,50000.0
fully paid,12000.0,36.0,6.62,a,other,1.0,75000.0
fully paid,15000.0,36.0,12.42,b,wedding,2.0,156000.0
fully paid,10000.0,36.0,11.71,b,credit_card,1.0,50000.0
fully paid,7600.0,36.0,6.03,a,debt_consolidation,7.0,30000.0
fully paid,29300.0,60.0,12.42,b,major_purchase,3.0,65000.0
fully paid,19600.0,60.0,12.42,b,debt_consolidation,1.0,50000.0
default,15000.0,36.0,11.71,b,small_business,1.0,40000.0
default,14800.0,60.0,13.49,c,debt_consolidation,7.0,60000.0
fully paid,3000.0,36.0,7.9,a,debt_consolidation,2.0,45000.0
fully paid,4000.0,36.0,12.42,b,debt_consolidation,1.0,21864.0
fully paid,15000.0,36.0,14.65,c,debt_consolidation,1.0,28800.0
fully paid,6000.0,36.0,8.9,a,credit_card,2.0,52000.0
fully paid,25600.0,60.0,12.42,b,debt_consolidation,10.0,115000.0
fully paid,15000.0,36.0,8.9,a,debt_consolidation,3.0,50000.0
fully paid,15000.0,36.0,6.03,a,credit_card,4.0,62000.0
default,20000.0,60.0,13.49,c,debt_consolidation,5.0,96000.0
fully paid,4000.0,36.0,15.27,c,debt_consolidation,2.0,44000.0
fully paid,3000.0,36.0,10.65,b,wedding,9.0,67000.0
fully paid,17000.0,60.0,10.99,b,debt_consolidation,2.0,50000.0
fully paid,18000.0,36.0,14.65,c,debt_consolidation,4.0,60372.0
fully paid,9000.0,36.0,12.69,b,debt_consolidation,1.0,86250.0
fully paid,3825.0,36.0,14.27,c,debt_consolidation,4.0,29950.0
fully paid,14000.0,36.0,7.9,a,debt_consolidation,4.0,82000.0
default,4000.0,60.0,16.77,d,other,3.0,54996.0
fully paid,6000.0,36.0,7.9,a,small_business,3.0,25200.0
default,3500.0,36.0,7.9,a,other,1.0,86964.0
fully paid,8000.0,36.0,17.27,d,debt_consolidation,2.0,65000.0
fully paid,1000.0,36.0,9.91,b,medical,10.0,50000.0
fully paid,12000.0,36.0,9.91,b,debt_consolidation,1.0,36000.0
fully paid,2400.0,36.0,12.69,b,home_improvement,5.0,92000.0
default,6100.0,36.0,8.9,a,medical,1.0,50000.0
fully paid,6000.0,36.0,12.69,b,debt_consolidation,10.0,96000.0
fully paid,15000.0,36.0,13.49,c,debt_consolidation,10.0,72000.0
fully paid,12000.0,36.0,6.62,a,car,3.0,80000.0
fully paid,15950.0,60.0,8.9,a,car,4.0,85200.0
default,8000.0,36.0,6.62,a,debt_consolidation,8.0,40000.0
default,4000.0,60.0,19.03,e,debt_consolidation,1.0,19200.0
fully paid,25000.0,60.0,17.58,d,house,10.0,42000.0
fully paid,7000.0,36.0,13.49,c,debt_consolidation,8.0,90000.0
fully paid,25000.0,36.0,7.9,a,major_purchase,5.0,131004.0
default,7000.0,36.0,14.65,c,medical,2.0,38000.0
default,20000.0,60.0,17.27,d,debt_consolidation,10.0,261825.31
fully paid,3000.0,36.0,14.27,c,wedding,1.0,70000.0
fully paid,14000.0,36.0,6.03,a,house,6.0,105000.0
fully paid,8000.0,36.0,6.62,a,other,10.0,164000.0
fully paid,33541.207,60.0,17.27,d,small_business,10.0,100000.0
fully paid,18000.0,60.0,11.71,b,debt_consolidation,8.0,125004.0
fully paid,10000.0,36.0,14.27,c,debt_consolidation,7.0,90000.0
fully paid,11000.0,36.0,6.62,a,debt_consolidation,4.0,80000.0
fully paid,8000.0,36.0,10.65,b,debt_consolidation,5.0,36000.0
fully paid,11000.0,36.0,11.71,b,debt_consolidation,2.0,45843.2
fully paid,9000.0,36.0,7.51,a,home_improvement,4.0,52260.0
default,2500.0,36.0,15.27,c,debt_consolidation,4.0,104085.0
fully paid,12000.0,36.0,6.03,a,credit_card,4.0,53000.0
fully paid,10000.0,36.0,11.99,b,debt_consolidation,4.0,33000.0
fully paid,10000.0,36.0,9.91,b,home_improvement,7.0,68000.0
fully paid,15000.0,36.0,8.9,a,debt_consolidation,4.0,50000.0
fully paid,3000.0,36.0,12.69,b,debt_consolidation,3.0,25000.0
fully paid,1200.0,36.0,6.62,a,vacation,7.0,42000.0
fully paid,14400.0,36.0,9.91,b,debt_consolidation,1.0,58000.0
fully paid,15000.0,36.0,6.62,a,wedding,3.0,36000.0
fully paid,10000.0,36.0,6.03,a,small_business,8.0,50000.0
fully paid,30750.0,60.0,11.71,b,credit_card,1.0,58000.0
fully paid,13300.0,60.0,19.91,e,credit_card,4.0,48000.0
fully paid,12800.0,36.0,6.62,a,debt_consolidation,6.0,60000.0
fully paid,9000.0,60.0,14.27,c,debt_consolidation,7.0,95004.0
default,14000.0,60.0,16.77,d,debt_consolidation,10.0,103000.0
fully paid,8000.0,36.0,13.49,c,debt_consolidation,10.0,71000.0
fully paid,9350.0,36.0,6.62,a,other,5.0,48500.0
fully paid,7500.0,36.0,12.69,b,credit_card,10.0,21000.0
fully paid,11200.0,36.0,12.42,b,debt_consolidation,10.0,71000.0
fully paid,2975.0,36.0,7.9,a,debt_consolidation,6.0,49800.0
default,5000.0,36.0,11.71,b,medical,7.0,64800.0
fully paid,9000.0,36.0,12.69,b,credit_card,1.0,90000.0
default,11000.0,60.0,17.58,d,debt_consolidation,3.0,37000.0
default,16000.0,60.0,13.49,c,debt_consolidation,7.0,57500.0
default,21000.0,60.0,18.64,e,credit_card,3.0,55000.0
default,18000.0,60.0,19.91,e,debt_consolidation,1.0,50000.0
fully paid,5000.0,36.0,10.65,b,car,7.0,120000.0
fully paid,33541.207,60.0,18.64,e,debt_consolidation,2.0,130000.0
fully paid,5000.0,36.0,8.9,a,debt_consolidation,2.0,44004.0
fully paid,20125.0,60.0,10.65,b,debt_consolidation,2.0,42000.0
fully paid,4200.0,36.0,9.91,b,moving,10.0,55000.0
fully paid,4800.0,36.0,7.9,a,debt_consolidation,1.0,40000.0
fully paid,28000.0,60.0,14.27,c,debt_consolidation,4.0,120000.0
fully paid,25000.0,60.0,10.65,b,debt_consolidation,10.0,75000.0
fully paid,5100.0,36.0,7.9,a,car,3.0,30000.0
default,15600.0,60.0,19.91,e,home_improvement,5.0,123000.0
fully paid,20000.0,36.0,7.9,a,debt_consolidation,2.0,54000.0
fully paid,30000.0,36.0,7.9,a,debt_consolidation,10.0,84000.0
fully paid,12000.0,60.0,9.91,b,debt_consolidation,6.0,55000.0
fully paid,12000.0,36.0,7.9,a,debt_consolidation,1.0,75000.0
fully paid,16000.0,36.0,6.03,a,debt_consolidation,7.0,67200.0
fully paid,28250.0,36.0,16.77,d,debt_consolidation,7.0,120000.0
fully paid,20000.0,60.0,18.25,d,debt_consolidation,8.0,84000.0
